t dt Rul5P PEP P2f Rib5P P2NADP NADPf NADH P2NADPH P1NADPH NAD Mgf Xul5P Phi MgATP Pyr MgAMP AMPf Gri2P Gri23P2f Sed7P ATPf Gri13P2 Lac GraP GlcA6P Glc6P E4P GSH DHAP Fru16P2 MgADP GSSG NADPHf Fru6P P1NADP Gri3P MgGri23P2 P1f Glcin ADPf
0.0545637 1.28e-06 0.00559817 0.0106952 0.00626893 0.0165637 0.0129611 2.04459e-05 0.000154826 0.0247699 0.0433971 0.0653452 0.567716 0.015109 1.00483 1.45551 0.0839835 0.00225909 0.0655238 0.00795095 1.91152 0.0182468 0.184607 0.000467995 1.68026 0.00580558 0.0259173 0.0470322 0.00596375 3.11272 0.142865 0.00880558 0.133654 0.000838603 0.000794647 0.0183089 5.67754e-05 0.0610951 0.65086 0.00054616 4.57059 0.178445
0.0556843 1.28e-06 0.00559647 0.0106982 0.00627528 0.0165637 0.012802 2.01773e-05 0.000154871 0.0249227 0.0434008 0.0653451 0.567875 0.0151043 1.00468 1.45501 0.0839835 0.00226668 0.065723 0.00796315 1.91141 0.0182621 0.184491 0.000468141 1.68026 0.00581128 0.0259352 0.0469688 0.00597458 3.11273 0.143006 0.00883317 0.133847 0.00083345 0.000798603 0.0182834 5.57393e-05 0.0612182 0.651005 0.000543499 4.57071 0.178667
0.0567345 1.28e-06 0.00559441 0.0107011 0.00628106 0.0165622 0.0126565 1.99323e-05 0.000154978 0.0250624 0.0434041 0.065345 0.56802 0.0150987 1.00453 1.45455 0.0839835 0.00227362 0.065905 0.00797454 1.9113 0.0182743 0.184385 0.00046836 1.68026 0.00581675 0.0259515 0.0469068 0.00598486 3.11274 0.143142 0.00885921 0.134022 0.000828774 0.000802219 0.0182585 5.48025e-05 0.0613332 0.651138 0.00054109 4.57083 0.178869
0.0577918 1.28e-06 0.00559191 0.0107039 0.00628672 0.0165593 0.0125134 1.96918e-05 0.000154997 0.0251998 0.0434074 0.065345 0.568162 0.0150919 1.00439 1.45409 0.0839835 0.00228044 0.0660836 0.00798594 1.9112 0.0182848 0.184281 0.000468509 1.68026 0.0058225 0.0259675 0.0468419 0.00599533 3.11275 0.143283 0.00888554 0.134194 0.000824213 0.000805771 0.0182326 5.38913e-05 0.0614486 0.651269 0.000538743 4.57095 0.179066
0.0589457 1.28e-06 0.00558869 0.0107069 0.00629272 0.0165546 0.0123611 1.94364e-05 0.000155084 0.0253462 0.0434108 0.0653449 0.568313 0.0150832 1.00423 1.45362 0.0839836 0.00228769 0.0662732 0.00799831 1.91109 0.0182941 0.184172 0.000468754 1.68027 0.00582887 0.0259845 0.0467687 0.00600686 3.11276 0.143442 0.00891435 0.134376 0.000819401 0.000809551 0.0182033 5.29319e-05 0.0615736 0.651408 0.000536269 4.57107 0.179276
0.0599979 1.28e-06 0.00558535 0.0107095 0.00629803 0.016549 0.0122256 1.92097e-05 0.000155103 0.0254764 0.0434138 0.0653449 0.568446 0.0150741 1.00408 1.45319 0.0839837 0.00229411 0.0664412 0.0080095 1.91099 0.0183008 0.184074 0.000468932 1.68027 0.00583487 0.0259997 0.0466999 0.00601745 3.11277 0.143589 0.00894063 0.134537 0.00081516 0.00081291 0.0181759 5.20875e-05 0.0616869 0.651531 0.000534089 4.57118 0.179462
0.060979 1.28e-06 0.00558188 0.010712 0.00630286 0.0165426 0.0121021 1.90034e-05 0.000155169 0.0255951 0.0434166 0.0653448 0.568567 0.0150647 1.00395 1.45281 0.0839837 0.00229995 0.0665937 0.00801985 1.9109 0.0183054 0.183986 0.000469157 1.68027 0.0058405 0.0260135 0.0466342 0.00602737 3.11278 0.143729 0.00896511 0.134682 0.000811328 0.000815971 0.0181497 5.13252e-05 0.0617916 0.651643 0.000532118 4.57129 0.17963
0.0619601 1.28e-06 0.00557809 0.0107144 0.00630756 0.0165352 0.0119812 1.8802e-05 0.000155232 0.0257112 0.0434192 0.0653448 0.568684 0.0150545 1.00382 1.45243 0.0839838 0.00230563 0.0667421 0.0080301 1.91082 0.0183086 0.183901 0.000469388 1.68027 0.00584622 0.026027 0.0465672 0.00603731 3.11278 0.143871 0.00898951 0.134824 0.000807612 0.000818962 0.018123 5.05862e-05 0.0618954 0.651753 0.000530206 4.57139 0.179794
0.0630459 1.28e-06 0.00557354 0.010717 0.00631263 0.0165258 0.0118506 1.85845e-05 0.000155262 0.0258368 0.0434221 0.0653447 0.568811 0.0150422 1.00367 1.45203 0.0839839 0.00231174 0.0669017 0.00804134 1.91073 0.0183105 0.183809 0.000469617 1.68027 0.00585267 0.0260416 0.0464917 0.00604833 3.11279 0.144029 0.0090164 0.134975 0.000803631 0.000822195 0.018093 4.97945e-05 0.0620092 0.65187 0.000528155 4.5715 0.17997
0.0642523 1.28e-06 0.00556806 0.0107198 0.00631809 0.0165139 0.0117091 1.83495e-05 0.000155361 0.0259728 0.0434251 0.0653446 0.568946 0.0150273 1.00351 1.4516 0.083984 0.00231832 0.0670732 0.00805366 1.91064 0.0183107 0.18371 0.000469947 1.68027 0.00585983 0.0260574 0.0464064 0.00606057 3.1128 0.144208 0.00904607 0.135138 0.000799364 0.000825694 0.0180591 4.89456e-05 0.062134 0.651997 0.000525953 4.57162 0.180159
0.0654549 1.28e-06 0.00556218 0.0107226 0.00632337 0.0165006 0.0115718 1.8122e-05 0.000155417 0.0261048 0.043428 0.0653446 0.569076 0.0150114 1.00335 1.45119 0.0839842 0.00232465 0.0672381 0.00806577 1.91055 0.018309 0.183615 0.000470245 1.68027 0.00586707 0.0260726 0.0463201 0.00607274 3.11281 0.144387 0.00907538 0.135294 0.00079527 0.000829086 0.0180248 4.81302e-05 0.0622565 0.652119 0.000523835 4.57173 0.180341
0.0666587 6.4e-07 0.00555588 0.0107253 0.0063285 0.016486 0.0114381 1.79007e-05 0.000155482 0.0262334 0.0434309 0.0653445 0.569201 0.0149944 1.00319 1.45079 0.0839843 0.00233076 0.0673973 0.00807769 1.91047 0.0183055 0.183524 0.000470562 1.68028 0.00587435 0.0260875 0.0462327 0.00608488 3.11282 0.144567 0.0091044 0.135444 0.000791324 0.000832389 0.0179902 4.73435e-05 0.0623773 0.652236 0.00052179 4.57185 0.180516
0.0678689 6.4e-07 0.00554917 0.010728 0.0063335 0.01647 0.0113072 1.76845e-05 0.000155538 0.0263593 0.0434336 0.0653445 0.569321 0.0149762 1.00303 1.4504 0.0839845 0.00233667 0.0675513 0.00808948 1.91039 0.0183002 0.183436 0.000470882 1.68028 0.00588168 0.026102 0.0461441 0.006097 3.11282 0.144748 0.00913319 0.135589 0.000787506 0.000835618 0.0179551 4.65811e-05 0.0624966 0.652351 0.000519805 4.57196 0.180685
0.0690894 1.28e-06 0.00554204 0.0107307 0.00633839 0.0164527 0.0111787 1.74728e-05 0.000155594 0.0264829 0.0434363 0.0653444 0.569438 0.0149569 1.00287 1.45003 0.0839846 0.00234241 0.0677006 0.00810115 1.91031 0.0182931 0.183351 0.00047121 1.68028 0.00588907 0.0261161 0.0460542 0.00610914 3.11283 0.144931 0.00916181 0.135729 0.0007838 0.000838785 0.0179195 4.58398e-05 0.0626146 0.652462 0.000517873 4.57208 0.180849
0.0702715 1.28e-06 0.0055348 0.0107332 0.00634298 0.0164347 0.0110577 1.72735e-05 0.000155646 0.0265994 0.0434388 0.0653444 0.569547 0.0149374 1.00272 1.44968 0.0839848 0.00234775 0.0678395 0.00811222 1.91024 0.0182848 0.183272 0.000471532 1.68028 0.00589621 0.0261295 0.0459668 0.00612078 3.11284 0.145108 0.00918908 0.135859 0.000780345 0.00084177 0.0178849 4.51472e-05 0.0627267 0.652566 0.000516066 4.57218 0.181001
0.0714734 1.28e-06 0.00552713 0.0107358 0.00634751 0.0164154 0.0109378 1.70766e-05 0.000155624 0.0267147 0.0434412 0.0653444 0.569652 0.0149166 1.00257 1.44934 0.083985 0.00235297 0.0679751 0.00812326 1.91017 0.0182749 0.183194 0.000471791 1.68028 0.0059035 0.0261426 0.0458778 0.0061325 3.11285 0.145286 0.00921631 0.135986 0.000776961 0.000844722 0.0178497 4.44673e-05 0.0628382 0.652667 0.000514291 4.57229 0.18115
0.0726856 2.56e-06 0.00551909 0.0107383 0.00635194 0.0163949 0.0108201 1.68836e-05 0.000155747 0.0268279 0.0434436 0.0653443 0.569754 0.0148949 1.00242 1.44901 0.0839852 0.00235802 0.0681062 0.00813414 1.91011 0.0182635 0.18312 0.0004722 1.68028 0.00591066 0.0261555 0.0457882 0.00614416 3.11285 0.145465 0.00924324 0.136108 0.000773676 0.000847618 0.0178142 4.38056e-05 0.0629482 0.652766 0.000512561 4.57239 0.181294
0.0739195 1.28e-06 0.00551062 0.0107408 0.00635632 0.0163729 0.0107036 1.66927e-05 0.000155755 0.0269401 0.043446 0.0653442 0.569853 0.014872 1.00228 1.4487 0.0839854 0.00236293 0.0682339 0.00814497 1.91005 0.0182506 0.183047 0.000472503 1.68028 0.00591798 0.0261683 0.0456971 0.00615588 3.11286 0.145646 0.00927007 0.136226 0.000770457 0.000850485 0.0177783 4.31556e-05 0.0630575 0.652862 0.00051086 4.5725 0.181434
0.0751419 1.28e-06 0.00550196 0.0107433 0.00636052 0.0163503 0.0105913 1.65091e-05 0.000155835 0.0270482 0.0434482 0.0653442 0.569947 0.0148487 1.00213 1.44839 0.0839856 0.00236759 0.0683548 0.00815543 1.91 0.0182365 0.182979 0.000472877 1.68028 0.00592509 0.0261805 0.0456074 0.00616731 3.11287 0.145822 0.00929603 0.136339 0.000767387 0.000853246 0.0177429 4.25342e-05 0.063163 0.652954 0.000509232 4.5726 0.181567
0.0763342 1.28e-06 0.00549328 0.0107457 0.0063645 0.0163273 0.0104846 1.63349e-05 0.000155888 0.0271509 0.0434504 0.0653441 0.570033 0.0148252 1.002 1.44811 0.0839858 0.00237193 0.0684675 0.00816537 1.90995 0.0182218 0.182915 0.000473218 1.68029 0.00593195 0.0261921 0.0455204 0.00617828 3.11287 0.145992 0.00932074 0.136443 0.000764503 0.000855866 0.0177085 4.19487e-05 0.0632633 0.65304 0.000507697 4.57269 0.18169
0.0775278 1.28e-06 0.00548437 0.010748 0.00636837 0.0163035 0.0103807 1.61655e-05 0.00015593 0.0272509 0.0434524 0.0653441 0.570116 0.0148011 1.00186 1.44784 0.083986 0.00237608 0.0685752 0.00817507 1.9099 0.018206 0.182855 0.000473549 1.68029 0.00593873 0.0262033 0.045434 0.00618907 3.11288 0.14616 0.00934485 0.136542 0.00076172 0.000858419 0.0176745 4.13822e-05 0.063361 0.653122 0.000506211 4.57278 0.181808
0.0787285 6.4e-07 0.00547521 0.0107503 0.00637215 0.0162789 0.0102789 1.59997e-05 0.000155971 0.0273489 0.0434544 0.065344 0.570195 0.0147764 1.00173 1.44759 0.0839862 0.00238006 0.0686786 0.00818455 1.90986 0.0181892 0.182796 0.000473881 1.68029 0.00594543 0.0262143 0.045348 0.00619973 3.11288 0.146326 0.00936844 0.136637 0.000759022 0.000860917 0.0176405 4.08314e-05 0.0634564 0.653201 0.000504764 4.57288 0.181922
0.0799221 1.28e-06 0.00546592 0.0107526 0.0063758 0.0162537 0.0101804 1.58395e-05 0.000155996 0.0274438 0.0434563 0.065344 0.57027 0.0147513 1.00161 1.44734 0.0839864 0.00238383 0.0687765 0.00819372 1.90983 0.0181717 0.182741 0.000474194 1.68029 0.00595198 0.0262249 0.0452634 0.00621012 3.11289 0.146487 0.00939124 0.136727 0.000756436 0.000863334 0.0176072 4.0302e-05 0.0635486 0.653277 0.000503373 4.57296 0.182029
0.0811073 1.28e-06 0.00545653 0.0107549 0.00637932 0.0162281 0.0100851 1.56848e-05 0.00015604 0.0275356 0.0434582 0.065344 0.57034 0.014726 1.00148 1.44711 0.0839866 0.0023874 0.068869 0.00820256 1.90979 0.0181536 0.182689 0.000474522 1.68029 0.00595834 0.0262351 0.0451804 0.00622023 3.11289 0.146645 0.00941321 0.136812 0.000753958 0.000865671 0.0175745 3.97935e-05 0.0636374 0.653349 0.000502035 4.57305 0.18213
0.0822933 1.28e-06 0.00544698 0.0107571 0.00638274 0.0162019 0.00999229 1.55342e-05 0.000156068 0.027625 0.04346 0.0653439 0.570407 0.0147002 1.00137 1.44689 0.0839869 0.00239079 0.0689571 0.00821114 1.90976 0.0181347 0.18264 0.000474832 1.68029 0.00596459 0.026245 0.0450984 0.00623013 3.1129 0.146799 0.00943452 0.136893 0.000751567 0.000867946 0.0175422 3.93012e-05 0.0637234 0.653417 0.000500739 4.57313 0.182227
0.0835169 1.28e-06 0.005437 0.0107593 0.00638617 0.0161743 0.00989904 1.53831e-05 0.000156079 0.0277148 0.0434617 0.0653439 0.570472 0.0146733 1.00125 1.44668 0.0839871 0.00239412 0.0690433 0.00821971 1.90973 0.0181147 0.182592 0.000475131 1.68029 0.0059709 0.026255 0.0450151 0.00624012 3.1129 0.146955 0.0094558 0.136971 0.000749186 0.00087023 0.0175094 3.88098e-05 0.0638093 0.653485 0.000499445 4.57321 0.182322
0.0847054 2.56e-06 0.00542717 0.0107614 0.0063894 0.016147 0.00981088 1.52404e-05 0.000156151 0.0277997 0.0434634 0.0653438 0.570531 0.0146468 1.00114 1.44648 0.0839873 0.00239718 0.0691228 0.00822776 1.90971 0.0180947 0.182548 0.00047548 1.68029 0.00597681 0.0262644 0.0449355 0.0062496 3.11291 0.147102 0.00947575 0.137044 0.000746955 0.00087239 0.0174781 3.8348e-05 0.06389 0.653548 0.000498227 4.57329 0.182409
0.0858843 1.28e-06 0.00541733 0.0107635 0.00639252 0.0161195 0.0097257 1.51026e-05 0.00015615 0.0278818 0.043465 0.0653439 0.570587 0.0146202 1.00103 1.44629 0.0839875 0.00240005 0.0691975 0.00823549 1.90969 0.0180745 0.182506 0.000475749 1.68029 0.0059826 0.0262734 0.0448579 0.00625878 3.11291 0.147245 0.00949486 0.137112 0.000744819 0.000874475 0.0174475 3.79046e-05 0.0639672 0.653608 0.000497057 4.57337 0.182491
0.0870478 2.56e-06 0.00540752 0.0107656 0.00639551 0.0160919 0.00964379 1.49703e-05 0.000156211 0.0279607 0.0434666 0.0653438 0.570639 0.0145937 1.00093 1.44612 0.0839877 0.00240274 0.0692674 0.00824286 1.90968 0.0180541 0.182467 0.000476073 1.68029 0.0059881 0.0262821 0.0447826 0.00626763 3.11291 0.147382 0.00951305 0.137175 0.000742781 0.000876479 0.0174179 3.74805e-05 0.0640408 0.653664 0.000495938 4.57344 0.182568
0.088251 2.56e-06 0.0053973 0.0107676 0.00639852 0.0160631 0.00956128 1.48372e-05 0.00015624 0.0280402 0.0434681 0.0653438 0.570689 0.0145662 1.00082 1.44595 0.0839879 0.00240537 0.0693357 0.00825022 1.90966 0.0180327 0.182429 0.000476369 1.68029 0.00599366 0.0262908 0.0447062 0.00627655 3.11292 0.147519 0.00953116 0.137237 0.000740746 0.000878497 0.0173878 3.70558e-05 0.0641141 0.653719 0.000494816 4.57351 0.182643
0.0894533 2.56e-06 0.00538702 0.0107697 0.00640144 0.016034 0.00948101 1.47078e-05 0.000156267 0.0281176 0.0434696 0.0653437 0.570737 0.0145384 1.00073 1.44579 0.0839882 0.00240785 0.0694002 0.00825731 1.90965 0.0180111 0.182394 0.000476657 1.68029 0.00599905 0.0262992 0.0446314 0.00628524 3.11292 0.147652 0.00954854 0.137295 0.000738781 0.00088046 0.0173584 3.66448e-05 0.0641846 0.653772 0.000493729 4.57359 0.182714
0.0907813 2.56e-06 0.00537559 0.0107719 0.00640457 0.0160015 0.00939479 1.4569e-05 0.000156295 0.0282006 0.0434712 0.0653437 0.570785 0.0145076 1.00062 1.44562 0.0839884 0.00241042 0.0694672 0.00826483 1.90964 0.0179869 0.182357 0.000476968 1.6803 0.0060048 0.0263083 0.0445506 0.00629456 3.11293 0.147795 0.00956692 0.137355 0.000736689 0.000882567 0.0173267 3.62058e-05 0.0642594 0.653827 0.000492568 4.57366 0.182788
0.0921093 2.56e-06 0.00536412 0.0107741 0.0064076 0.0159688 0.00931106 1.44343e-05 0.000156322 0.0282813 0.0434728 0.0653437 0.570831 0.0144767 1.00052 1.44547 0.0839886 0.00241282 0.0695298 0.00827203 1.90964 0.0179626 0.182323 0.00047727 1.6803 0.00601035 0.0263171 0.0444717 0.00630361 3.11293 0.147932 0.00958445 0.137411 0.000734674 0.000884613 0.0172957 3.5782e-05 0.0643308 0.653879 0.000491446 4.57373 0.182857
0.0934168 6.4e-07 0.00535278 0.0107761 0.0064105 0.0159363 0.00923098 1.43056e-05 0.000156346 0.0283585 0.0434742 0.0653437 0.570872 0.0144461 1.00043 1.44532 0.0839889 0.00241503 0.0695875 0.00827882 1.90964 0.0179386 0.182291 0.000477559 1.6803 0.0060156 0.0263255 0.044396 0.00631224 3.11293 0.148062 0.00960088 0.137463 0.000732763 0.000886568 0.0172659 3.53789e-05 0.0643979 0.653928 0.000490378 4.5738 0.182921
0.0946392 1.28e-06 0.00534216 0.0107781 0.00641312 0.0159057 0.00915818 1.41887e-05 0.000156442 0.0284287 0.0434756 0.0653436 0.570908 0.0144174 1.00035 1.4452 0.0839891 0.00241696 0.069638 0.00828489 1.90964 0.0179161 0.182264 0.000477894 1.6803 0.00602025 0.0263331 0.0443269 0.00632008 3.11294 0.148179 0.00961551 0.137508 0.000731038 0.000888345 0.0172388 3.50143e-05 0.0644579 0.653971 0.000489411 4.57387 0.182977
0.0958469 1.28e-06 0.00533165 0.0107799 0.00641565 0.0158754 0.00908815 1.40764e-05 0.000156395 0.0284962 0.0434768 0.0653436 0.57094 0.0143891 1.00027 1.44508 0.0839893 0.00241875 0.0696848 0.00829064 1.90964 0.0178939 0.182238 0.000478078 1.6803 0.00602481 0.0263404 0.0442604 0.0063276 3.11294 0.14829 0.00962929 0.137549 0.000729392 0.000890055 0.0172126 3.46652e-05 0.0645146 0.654011 0.000488486 4.57393 0.183029
0.0970603 5.12e-06 0.0053211 0.0107818 0.00641811 0.0158449 0.00901963 1.39666e-05 0.000156271 0.0285623 0.0434781 0.0653437 0.570971 0.0143607 1.00019 1.44497 0.0839895 0.00242042 0.0697288 0.00829617 1.90965 0.0178716 0.182215 0.000478182 1.6803 0.00602929 0.0263476 0.0441952 0.00633494 3.11294 0.148397 0.00964245 0.137588 0.000727791 0.000891726 0.017187 3.43252e-05 0.064569 0.65405 0.000487584 4.57398 0.183078
0.0982459 1.28e-06 0.0053108 0.0107836 0.00642045 0.015815 0.00895442 1.38622e-05 0.000156424 0.0286251 0.0434793 0.0653436 0.570999 0.0143329 1.00012 1.44487 0.0839897 0.00242196 0.069769 0.00830134 1.90965 0.01785 0.182193 0.000478545 1.6803 0.00603323 0.0263544 0.0441331 0.0063419 3.11295 0.148498 0.00965467 0.137624 0.000726279 0.000893317 0.0171627 3.40031e-05 0.0646197 0.654086 0.000486728 4.57404 0.183122
0.099435 2.56e-06 0.00530048 0.0107853 0.00642273 0.015785 0.00889069 1.37602e-05 0.000156439 0.0286866 0.0434804 0.0653436 0.571024 0.0143051 1.00005 1.44478 0.0839899 0.00242339 0.0698067 0.00830629 1.90967 0.0178285 0.182173 0.000478768 1.6803 0.00603714 0.026361 0.0440725 0.00634868 3.11295 0.148595 0.00966631 0.137657 0.00072481 0.00089487 0.0171388 3.36897e-05 0.0646682 0.65412 0.000485896 4.57409 0.183164
0.100883 2.56e-06 0.00528795 0.0107874 0.00642543 0.0157484 0.0088153 1.36396e-05 0.000156458 0.0287593 0.0434818 0.0653435 0.571052 0.0142713 0.999973 1.44467 0.0839901 0.002425 0.0698493 0.00831203 1.90968 0.0178025 0.18215 0.000479028 1.6803 0.00604169 0.0263689 0.0440008 0.00635667 3.11295 0.148707 0.00967966 0.137695 0.000723084 0.000896708 0.0171107 3.33206e-05 0.0647242 0.654159 0.000484915 4.57416 0.183212
0.102331 2.56e-06 0.00527546 0.0107894 0.00642804 0.0157119 0.00874225 1.35229e-05 0.000156474 0.0288297 0.0434831 0.0653435 0.571078 0.0142376 0.9999 1.44457 0.0839903 0.00242648 0.0698885 0.00831744 1.9097 0.0177768 0.182129 0.000479277 1.6803 0.00604599 0.0263765 0.0439315 0.00636438 3.11296 0.148814 0.00969212 0.137729 0.000721424 0.000898488 0.0170835 3.29647e-05 0.0647769 0.654196 0.000483968 4.57422 0.183256
0.103566 2.56e-06 0.00526486 0.0107911 0.0064302 0.0156808 0.00868173 1.34263e-05 0.000156487 0.0288881 0.0434841 0.0653435 0.571097 0.0142091 0.999841 1.44449 0.0839905 0.00242763 0.0699193 0.00832182 1.90972 0.0177552 0.182113 0.00047948 1.6803 0.00604947 0.0263828 0.0438742 0.00637073 3.11296 0.1489 0.00970207 0.137756 0.000720058 0.000899962 0.017061 3.26711e-05 0.0648194 0.654226 0.000483187 4.57427 0.183291
0.104788 6.4e-07 0.00525442 0.0107927 0.00643228 0.0156501 0.00862345 1.33333e-05 0.000156499 0.0289443 0.0434852 0.0653435 0.571115 0.0141809 0.999785 1.44442 0.0839907 0.00242869 0.0699475 0.00832593 1.90973 0.0177342 0.182099 0.000479672 1.6803 0.00605274 0.0263889 0.0438191 0.00637683 3.11296 0.148981 0.00971133 0.13778 0.000718751 0.000901381 0.0170394 3.23895e-05 0.0648591 0.654254 0.000482437 4.57431 0.183322
0.105998 6.4e-07 0.00524414 0.0107943 0.00643428 0.0156198 0.00856722 1.32437e-05 0.00015651 0.0289985 0.0434862 0.0653435 0.571131 0.0141532 0.999733 1.44436 0.0839908 0.00242966 0.0699735 0.00832979 1.90975 0.0177137 0.182085 0.000479854 1.6803 0.00605582 0.0263948 0.0437662 0.00638269 3.11297 0.149057 0.00971992 0.137803 0.000717496 0.00090275 0.0170186 3.21189e-05 0.0648964 0.65428 0.000481717 4.57436 0.183352
0.107227 6.4e-07 0.00523376 0.0107959 0.00643625 0.0155892 0.00851161 1.31551e-05 0.00015652 0.0290521 0.0434871 0.0653435 0.571145 0.0141252 0.999684 1.4443 0.083991 0.00243056 0.0699979 0.00833351 1.90978 0.0176933 0.182073 0.000480031 1.6803 0.00605879 0.0264006 0.0437141 0.00638846 3.11297 0.149131 0.00972809 0.137824 0.000716262 0.000904104 0.0169982 3.18522e-05 0.0649322 0.654305 0.000481006 4.5744 0.183379
0.10844 6.4e-07 0.00522357 0.0107974 0.00643815 0.0155591 0.00845816 1.307e-05 0.000156529 0.0291037 0.0434881 0.0653435 0.571158 0.0140978 0.999638 1.44424 0.0839912 0.00243138 0.0700202 0.00833699 1.9098 0.0176735 0.182062 0.000480197 1.6803 0.00606155 0.0264062 0.0436641 0.00639398 3.11297 0.149199 0.0097356 0.137843 0.000715082 0.000905404 0.0169786 3.15968e-05 0.0649656 0.654329 0.000480325 4.57445 0.183405
0.109686 3.2e-07 0.00521319 0.010799 0.00644004 0.0155284 0.00840468 1.29849e-05 0.000156538 0.0291553 0.043489 0.0653435 0.571169 0.0140698 0.999593 1.44419 0.0839913 0.00243216 0.0700413 0.00834037 1.90983 0.0176535 0.182051 0.000480359 1.6803 0.00606424 0.0264119 0.0436144 0.00639949 3.11297 0.149266 0.00974279 0.137861 0.000713908 0.000906705 0.0169591 3.13421e-05 0.0649978 0.654352 0.000479646 4.57449 0.183429
0.110983 1.28e-06 0.00520246 0.0108005 0.00644196 0.0154966 0.00835054 1.28988e-05 0.000156561 0.0292075 0.04349 0.0653434 0.57118 0.0140409 0.99955 1.44413 0.0839915 0.00243289 0.0700615 0.00834369 1.90985 0.0176333 0.182041 0.000480534 1.6803 0.00606685 0.0264176 0.0435643 0.00640505 3.11297 0.149331 0.00974971 0.137878 0.000712726 0.000908022 0.0169394 3.10851e-05 0.0650293 0.654374 0.00047896 4.57453 0.183452
0.112196 1.28e-06 0.00519251 0.0108019 0.0064437 0.015467 0.00830121 1.28204e-05 0.000156556 0.0292551 0.0434908 0.0653434 0.571189 0.0140141 0.999512 1.44409 0.0839916 0.00243352 0.0700788 0.00834662 1.90988 0.0176147 0.182033 0.000480665 1.6803 0.00606917 0.0264228 0.043519 0.0064101 3.11298 0.149388 0.00975569 0.137892 0.000711654 0.000909222 0.0169216 3.08519e-05 0.065057 0.654395 0.000478338 4.57457 0.183472
0.113387 1.28e-06 0.00518282 0.0108033 0.00644537 0.0154382 0.00825404 1.27455e-05 0.000156558 0.0293006 0.0434916 0.0653434 0.571196 0.013988 0.999477 1.44405 0.0839917 0.00243408 0.0700945 0.00834932 1.90991 0.017597 0.182025 0.000480793 1.6803 0.0060713 0.0264278 0.0434758 0.00641491 3.11298 0.14944 0.0097611 0.137905 0.000710634 0.000910369 0.0169047 3.06294e-05 0.0650825 0.654414 0.000477744 4.5746 0.18349
0.114617 6.4e-07 0.00517289 0.0108047 0.00644705 0.0154086 0.00820655 1.26701e-05 0.000156564 0.0293464 0.0434924 0.0653434 0.571203 0.0139612 0.999444 1.44401 0.0839919 0.00243461 0.0701094 0.00835196 1.90994 0.0175791 0.182018 0.000480921 1.6803 0.00607336 0.0264329 0.0434326 0.00641975 3.11298 0.149491 0.00976624 0.137918 0.000709611 0.000911523 0.0168877 3.04062e-05 0.0651072 0.654432 0.000477148 4.57464 0.183507
0.115828 1.28e-06 0.00516322 0.010806 0.00644865 0.0153797 0.00816103 1.25979e-05 0.000156568 0.0293903 0.0434932 0.0653434 0.571208 0.0139352 0.999413 1.44398 0.083992 0.00243508 0.0701229 0.0083544 1.90997 0.0175621 0.182012 0.00048104 1.6803 0.00607525 0.0264378 0.0433914 0.00642437 3.11298 0.149538 0.00977086 0.137929 0.000708636 0.000912629 0.0168716 3.01929e-05 0.06513 0.65445 0.000476578 4.57467 0.183523
0.117054 2.56e-06 0.00515351 0.0108074 0.00645023 0.0153508 0.00811612 1.25266e-05 0.000156573 0.0294337 0.043494 0.0653434 0.571213 0.013909 0.999384 1.44395 0.0839921 0.00243551 0.0701354 0.00835672 1.91 0.0175452 0.182006 0.000481153 1.6803 0.00607704 0.0264426 0.043351 0.00642893 3.11298 0.149582 0.00977512 0.137939 0.000707678 0.00091372 0.0168557 2.99831e-05 0.0651515 0.654467 0.000476017 4.57471 0.183538
0.118312 2.56e-06 0.00514365 0.0108087 0.00645181 0.0153213 0.00807123 1.24555e-05 0.000156576 0.029477 0.0434948 0.0653434 0.571217 0.0138824 0.999357 1.44392 0.0839922 0.00243591 0.0701471 0.00835895 1.91004 0.0175285 0.182001 0.000481262 1.6803 0.00607873 0.0264475 0.0433109 0.00643348 3.11299 0.149624 0.00977907 0.137949 0.000706724 0.000914811 0.01684 2.9774e-05 0.065172 0.654483 0.000475457 4.57474 0.183551
0.119534 1.28e-06 0.00513417 0.0108099 0.0064533 0.0152929 0.00802878 1.23882e-05 0.000156579 0.0295179 0.0434955 0.0653434 0.57122 0.0138569 0.999333 1.44389 0.0839924 0.00243626 0.0701576 0.00836097 1.91007 0.0175128 0.181997 0.000481361 1.6803 0.00608025 0.0264521 0.0432733 0.00643779 3.11299 0.149662 0.00978252 0.137957 0.000705826 0.000915842 0.0168252 2.95768e-05 0.0651906 0.654499 0.00047493 4.57477 0.183564
0.120761 1.28e-06 0.00512474 0.0108112 0.00645476 0.0152647 0.00798722 1.23224e-05 0.000156582 0.029558 0.0434962 0.0653434 0.571222 0.0138315 0.99931 1.44386 0.0839925 0.00243658 0.0701672 0.00836288 1.91011 0.0174974 0.181993 0.000481453 1.6803 0.00608166 0.0264566 0.0432366 0.00644201 3.11299 0.149697 0.00978562 0.137965 0.00070495 0.000916851 0.0168108 2.93842e-05 0.0652079 0.654514 0.000474415 4.5748 0.183575
